,," Zone 2",Run Total," Zone 3",Run Total," Zone 4",Run Total," Zone 5",Run Total
1/30/20 22:30,1,1,57,0,58,0,32,0,17
1/30/20 23:00,0,0,57,0,58,0,32,0,17
1/30/20 23:30,3,0,57,2,60,1,33,0,17
1/31/20,2,1,58,0,60,1,34,0,17
1/31/20 0:30,0,0,58,0,60,0,34,0,17
1/31/20 1:00,3,1,59,2,62,0,34,0,17
1/31/20 1:30,1,0,59,1,63,0,34,0,17
1/31/20 2:00,1,0,59,1,64,0,34,0,17
1/31/20 2:30,2,0,59,1,65,1,35,0,17
1/31/20 3:00,0,0,59,0,65,0,35,0,17
1/31/20 3:30,2,1,60,1,66,0,35,0,17
1/31/20 4:00,0,0,60,0,66,0,35,0,17
1/31/20 4:30,0,0,60,0,66,0,35,0,17
1/31/20 5:00,2,0,60,1,67,0,35,1,18
1/31/20 5:30,0,0,60,0,67,0,35,0,18
1/31/20 6:00,0,0,60,0,67,0,35,0,18
1/31/20 6:30,1,0,60,1,68,0,35,0,18
1/31/20 7:00,2,1,61,0,68,1,36,0,18
1/31/20 7:30,3,1,62,1,69,0,36,1,19
1/31/20 8:00,0,0,62,0,69,0,36,0,19
1/31/20 8:30,2,0,62,0,69,1,37,1,20
1/31/20 9:00,0,0,62,0,69,0,37,0,20
1/31/20 9:30,1,0,62,0,69,0,37,1,21
1/31/20 10:00,1,0,62,0,69,0,37,1,22
1/31/20 10:30,0,0,62,0,69,0,37,0,22
1/31/20 11:00,3,0,62,0,69,3,40,0,22
1/31/20 11:30,0,0,62,0,69,0,40,0,22
1/31/20 12:00,4,2,64,0,69,2,42,0,22
1/31/20 12:30,3,2,66,0,69,1,43,0,22
1/31/20 13:00,3,2,68,0,69,0,43,1,23
1/31/20 13:30,0,0,68,0,69,0,43,0,23
1/31/20 14:00,9,0,68,3,72,3,46,3,26
1/31/20 14:30,2,0,68,0,72,1,47,1,27
1/31/20 15:00,5,1,69,0,72,3,50,1,28
1/31/20 15:30,1,0,69,0,72,1,51,0,28
1/31/20 16:00,2,0,69,1,73,1,52,0,28
1/31/20 16:30,1,1,70,0,73,0,52,0,28
1/31/20 17:00,4,1,71,1,74,0,52,2,30
1/31/20 17:30,2,2,73,0,74,0,52,0,30
1/31/20 18:00,1,0,73,1,75,0,52,0,30
1/31/20 18:30,3,3,76,0,75,0,52,0,30
1/31/20 19:00,17,3,79,9,84,2,54,3,33
1/31/20 19:30,26,7,86,12,96,5,59,2,35
1/31/20 20:00,15,4,90,7,103,2,61,2,37
1/31/20 20:30,16,4,94,7,110,4,65,1,38
1/31/20 21:00,10,3,97,1,111,5,70,1,39
1/31/20 21:30,3,1,98,1,112,1,71,0,39
1/31/20 22:00,2,0,98,1,113,1,72,0,39
1/31/20 22:30,3,1,99,1,114,1,73,0,39
1/31/20 23:00,1,0,99,0,114,1,74,0,39
1/31/20 23:30,1,1,100,0,114,0,74,0,39
2/1/20,1,1,101,0,114,0,74,0,39
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,

