,," 04 Eb Through #1",Run Total," 04 Eb Through #3",Run Total," 07 Eb Left Turn #1",Run Total," 07 Eb Left Turn #2",Run Total
6/26/20 22:30,0,0,0,0,0,0,0,0,0
6/26/20 23:00,0,0,0,0,0,0,0,0,0
6/26/20 23:30,0,0,0,0,0,0,0,0,0
6/27/20 0:00,1,0,0,1,1,0,0,0,0
6/27/20 0:30,1,0,0,1,2,0,0,0,0
6/27/20 1:00,3,2,2,1,3,0,0,0,0
6/27/20 1:30,0,0,2,0,3,0,0,0,0
6/27/20 2:00,2,1,3,0,3,0,0,1,1
6/27/20 2:30,2,1,4,1,4,0,0,0,1
6/27/20 3:00,5,2,6,0,4,1,1,2,3
6/27/20 3:30,1,1,7,0,4,0,1,0,3
6/27/20 4:00,0,0,7,0,4,0,1,0,3
6/27/20 4:30,1,1,8,0,4,0,1,0,3
6/27/20 5:00,0,0,8,0,4,0,1,0,3
6/27/20 5:30,0,0,8,0,4,0,1,0,3
6/27/20 6:00,0,0,8,0,4,0,1,0,3
6/27/20 6:30,1,0,8,1,5,0,1,0,3
6/27/20 7:00,0,0,8,0,5,0,1,0,3
6/27/20 7:30,1,0,8,1,6,0,1,0,3
6/27/20 8:00,4,0,8,4,10,0,1,0,3
6/27/20 8:30,1,0,8,0,10,1,2,0,3
6/27/20 9:00,2,0,8,0,10,1,3,1,4
6/27/20 9:30,2,0,8,2,12,0,3,0,4
6/27/20 10:00,3,0,8,3,15,0,3,0,4
6/27/20 10:30,1,0,8,0,15,0,3,1,5
6/27/20 11:00,5,0,8,2,17,1,4,2,7
6/27/20 11:30,2,0,8,1,18,1,5,0,7
6/27/20 12:00,10,1,9,0,18,1,6,8,15
6/27/20 12:30,14,3,12,1,19,2,8,8,23
6/27/20 13:00,10,2,14,2,21,2,10,4,27
6/27/20 13:30,6,0,14,0,21,1,11,5,32
6/27/20 14:00,2,0,14,1,22,0,11,1,33
6/27/20 14:30,5,1,15,1,23,0,11,3,36
6/27/20 15:00,2,0,15,0,23,1,12,1,37
6/27/20 15:30,1,0,15,1,24,0,12,0,37
6/27/20 16:00,2,0,15,2,26,0,12,0,37
6/27/20 16:30,8,1,16,1,27,3,15,3,40
6/27/20 17:00,3,2,18,1,28,0,15,0,40
6/27/20 17:30,0,0,18,0,28,0,15,0,40
6/27/20 18:00,4,2,20,0,28,1,16,1,41
6/27/20 18:30,1,0,20,1,29,0,16,0,41
6/27/20 19:00,1,0,20,1,30,0,16,0,41
6/27/20 19:30,1,0,20,0,30,1,17,0,41
6/27/20 20:00,3,2,22,0,30,0,17,1,42
6/27/20 20:30,2,2,24,0,30,0,17,0,42
6/27/20 21:00,0,0,24,0,30,0,17,0,42
6/27/20 21:30,0,0,24,0,30,0,17,0,42
6/27/20 22:00,8,4,28,2,32,0,17,2,44
6/27/20 22:30,1,1,29,0,32,0,17,0,44
6/27/20 23:00,4,1,30,0,32,0,17,3,47
6/27/20 23:30,2,1,31,1,33,0,17,0,47
6/28/20,2,1,32,1,34,0,17,0,47
6/28/20 0:30,0,0,32,0,34,0,17,0,47
6/28/20 1:00,3,1,33,0,34,1,18,1,48
6/28/20 1:30,4,2,35,2,36,0,18,0,48
6/28/20 2:00,1,0,35,1,37,0,18,0,48
6/28/20 2:30,0,0,35,0,37,0,18,0,48
6/28/20 3:00,1,0,35,1,38,0,18,0,48
6/28/20 3:30,0,0,35,0,38,0,18,0,48
6/28/20 4:00,0,0,35,0,38,0,18,0,48
6/28/20 4:30,0,0,35,0,38,0,18,0,48
6/28/20 5:00,0,0,35,0,38,0,18,0,48
6/28/20 5:30,1,1,36,0,38,0,18,0,48
6/28/20 6:00,1,0,36,1,39,0,18,0,48
6/28/20 6:30,0,0,36,0,39,0,18,0,48
6/28/20 7:00,0,0,36,0,39,0,18,0,48
6/28/20 7:30,0,0,36,0,39,0,18,0,48
6/28/20 8:00,0,0,36,0,39,0,18,0,48
6/28/20 8:30,2,0,36,2,41,0,18,0,48
6/28/20 9:00,1,0,36,0,41,1,19,0,48
6/28/20 9:30,1,0,36,1,42,0,19,0,48
6/28/20 10:00,10,2,38,4,46,3,22,1,49
6/28/20 10:30,3,1,39,0,46,0,22,2,51
6/28/20 11:00,0,0,39,0,46,0,22,0,51
6/28/20 11:30,3,0,39,2,48,0,22,1,52
6/28/20 12:00,3,2,41,0,48,0,22,1,53
6/28/20 12:30,4,1,42,0,48,1,23,2,55
6/28/20 13:00,1,0,42,0,48,1,24,0,55
6/28/20 13:30,2,1,43,1,49,0,24,0,55
6/28/20 14:00,4,1,44,1,50,0,24,2,57
6/28/20 14:30,2,0,44,0,50,0,24,2,59
6/28/20 15:00,1,0,44,0,50,1,25,0,59
6/28/20 15:30,0,0,44,0,50,0,25,0,59
6/28/20 16:00,0,0,44,0,50,0,25,0,59
6/28/20 16:30,0,0,44,0,50,0,25,0,59
6/28/20 17:00,0,0,44,0,50,0,25,0,59
6/28/20 17:30,0,0,44,0,50,0,25,0,59
6/28/20 18:00,1,0,44,0,50,0,25,1,60
6/28/20 18:30,3,0,44,2,52,0,25,1,61
6/28/20 19:00,2,0,44,0,52,1,26,1,62
6/28/20 19:30,2,0,44,2,54,0,26,0,62
6/28/20 20:00,0,0,44,0,54,0,26,0,62
6/28/20 20:30,1,0,44,1,55,0,26,0,62
6/28/20 21:00,0,0,44,0,55,0,26,0,62
6/28/20 21:30,0,0,44,0,55,0,26,0,62
6/28/20 22:00,2,2,46,0,55,0,26,0,62
6/28/20 22:30,0,0,46,0,55,0,26,0,62
6/28/20 23:00,0,0,46,0,55,0,26,0,62
6/28/20 23:30,1,1,47,0,55,0,26,0,62
6/29/20,1,1,48,0,55,0,26,0,62
6/29/20 0:30,0,0,48,0,55,0,26,0,62
6/29/20 1:00,0,0,48,0,55,0,26,0,62
6/29/20 1:30,0,0,48,0,55,0,26,0,62
6/29/20 2:00,0,0,48,0,55,0,26,0,62
6/29/20 2:30,1,0,48,0,55,1,27,0,62
6/29/20 3:00,0,0,48,0,55,0,27,0,62
6/29/20 3:30,0,0,48,0,55,0,27,0,62
6/29/20 4:00,0,0,48,0,55,0,27,0,62
6/29/20 4:30,0,0,48,0,55,0,27,0,62
6/29/20 5:00,0,0,48,0,55,0,27,0,62
6/29/20 5:30,1,0,48,1,56,0,27,0,62
6/29/20 6:00,0,0,48,0,56,0,27,0,62
6/29/20 6:30,0,0,48,0,56,0,27,0,62
6/29/20 7:00,2,1,49,0,56,0,27,1,63
6/29/20 7:30,0,0,49,0,56,0,27,0,63
6/29/20 8:00,0,0,49,0,56,0,27,0,63
6/29/20 8:30,0,0,49,0,56,0,27,0,63
6/29/20 9:00,2,0,49,2,58,0,27,0,63
6/29/20 9:30,1,0,49,0,58,0,27,1,64
6/29/20 10:00,1,0,49,1,59,0,27,0,64
6/29/20 10:30,2,0,49,2,61,0,27,0,64
6/29/20 11:00,2,0,49,2,63,0,27,0,64
6/29/20 11:30,4,1,50,0,63,1,28,2,66
6/29/20 12:00,1,1,51,0,63,0,28,0,66
6/29/20 12:30,4,2,53,2,65,0,28,0,66
6/29/20 13:00,5,0,53,2,67,2,30,1,67
6/29/20 13:30,2,0,53,1,68,0,30,1,68
6/29/20 14:00,1,1,54,0,68,0,30,0,68
6/29/20 14:30,1,1,55,0,68,0,30,0,68
6/29/20 15:00,2,0,55,1,69,0,30,1,69
6/29/20 15:30,2,0,55,0,69,0,30,2,71
6/29/20 16:00,0,0,55,0,69,0,30,0,71
6/29/20 16:30,1,0,55,0,69,0,30,1,72
6/29/20 17:00,4,1,56,2,71,0,30,1,73
6/29/20 17:30,0,0,56,0,71,0,30,0,73
6/29/20 18:00,4,1,57,1,72,0,30,2,75
6/29/20 18:30,0,0,57,0,72,0,30,0,75
6/29/20 19:00,3,0,57,3,75,0,30,0,75
6/29/20 19:30,0,0,57,0,75,0,30,0,75
6/29/20 20:00,0,0,57,0,75,0,30,0,75
6/29/20 20:30,1,0,57,1,76,0,30,0,75
6/29/20 21:00,1,0,57,1,77,0,30,0,75
6/29/20 21:30,3,1,58,1,78,0,30,1,76
6/29/20 22:00,1,1,59,0,78,0,30,0,76
6/29/20 22:30,0,0,59,0,78,0,30,0,76
6/29/20 23:00,4,2,61,2,80,0,30,0,76
6/29/20 23:30,1,0,61,0,80,0,30,1,77
6/30/20,2,2,63,0,80,0,30,0,77
6/30/20 0:30,2,1,64,0,80,0,30,1,78
6/30/20 1:00,1,0,64,1,81,0,30,0,78
6/30/20 1:30,2,0,64,0,81,1,31,1,79
6/30/20 2:00,0,0,64,0,81,0,31,0,79
6/30/20 2:30,0,0,64,0,81,0,31,0,79
6/30/20 3:00,0,0,64,0,81,0,31,0,79
6/30/20 3:30,0,0,64,0,81,0,31,0,79
6/30/20 4:00,1,1,65,0,81,0,31,0,79
6/30/20 4:30,0,0,65,0,81,0,31,0,79
6/30/20 5:00,0,0,65,0,81,0,31,0,79
6/30/20 5:30,0,0,65,0,81,0,31,0,79
6/30/20 6:00,3,1,66,2,83,0,31,0,79
6/30/20 6:30,1,0,66,0,83,0,31,1,80
6/30/20 7:00,0,0,66,0,83,0,31,0,80
6/30/20 7:30,0,0,66,0,83,0,31,0,80
6/30/20 8:00,3,0,66,3,86,0,31,0,80
6/30/20 8:30,0,0,66,0,86,0,31,0,80
6/30/20 9:00,0,0,66,0,86,0,31,0,80
6/30/20 9:30,0,0,66,0,86,0,31,0,80
6/30/20 10:00,2,0,66,2,88,0,31,0,80
6/30/20 10:30,5,0,66,2,90,1,32,2,82
6/30/20 11:00,0,0,66,0,90,0,32,0,82
6/30/20 11:30,1,0,66,0,90,0,32,1,83
6/30/20 12:00,3,0,66,3,93,0,32,0,83
6/30/20 12:30,9,2,68,2,95,1,33,4,87
6/30/20 13:00,2,0,68,1,96,0,33,1,88
6/30/20 13:30,0,0,68,0,96,0,33,0,88
6/30/20 14:00,2,0,68,0,96,1,34,1,89
6/30/20 14:30,2,0,68,1,97,0,34,1,90
6/30/20 15:00,4,2,70,1,98,0,34,1,91
6/30/20 15:30,3,0,70,0,98,2,36,1,92
6/30/20 16:00,2,0,70,0,98,0,36,2,94
6/30/20 16:30,3,0,70,2,100,0,36,1,95
6/30/20 17:00,1,0,70,0,100,1,37,0,95
6/30/20 17:30,2,1,71,1,101,0,37,0,95
6/30/20 18:00,1,0,71,1,102,0,37,0,95
6/30/20 18:30,3,1,72,0,102,0,37,2,97
6/30/20 19:00,5,2,74,1,103,0,37,2,99
6/30/20 19:30,5,1,75,0,103,2,39,2,101
6/30/20 20:00,2,0,75,1,104,1,40,0,101
6/30/20 20:30,3,0,75,0,104,1,41,2,103
6/30/20 21:00,0,0,75,0,104,0,41,0,103
6/30/20 21:30,3,1,76,0,104,0,41,2,105
6/30/20 22:00,8,5,81,1,105,1,42,1,106
6/30/20 22:30,5,2,83,1,106,1,43,1,107
6/30/20 23:00,5,2,85,0,106,1,44,2,109
6/30/20 23:30,1,1,86,0,106,0,44,0,109
7/1/20,1,1,87,0,106,0,44,0,109

